Order_Year,Order_Month,Order_Day,Order_Week,Ship_Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Profit,Sales_per_Quantity,Profit_Margin,Order_Quarter,Is_weekend?
2019,December,29,53,Standard Class,Corporate,United States,Bristol,Tennessee,South,Office Supplies,Binders,38.088,4,-27.9312,9.522,-0.7333333333,4,TRUE
2019,December,29,53,Standard Class,Corporate,United States,Bristol,Tennessee,South,Office Supplies,Binders,2.808,3,-1.9656,0.936,-0.7,4,TRUE
2020,January,12,3,Standard Class,Corporate,United States,Dallas,Texas,Central,Office Supplies,Binders,790.98,5,-1141.47,158.196,-1.443108549,1,TRUE
2020,May,3,19,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,112.388,4,-17.592,28.097,-0.1565291668,2,TRUE
2020,May,3,19,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,155.2,5,-44.94,31.04,-0.2895618557,2,TRUE
2020,July,5,28,Standard Class,Corporate,United States,Dallas,Texas,Central,Office Supplies,Binders,78.316,1,-10.4214,78.316,-0.1330685939,3,TRUE
2020,July,5,28,Standard Class,Corporate,United States,Dallas,Texas,Central,Office Supplies,Binders,117.394,9,-17.6607,13.04377778,-0.1504395455,3,TRUE
2020,December,20,52,Standard Class,Corporate,United States,Rochester,New York,East,Office Supplies,Binders,3269.984,1,2.3571,3269.984,0.0007208292151,4,TRUE
2019,January,3,1,Standard Class,Corporate,United States,Broken Arrow,Oklahoma,Central,Office Supplies,Binders,11.88,2,5.346,5.94,0.45,1,FALSE
2019,January,4,1,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,104.58,6,-80.178,17.43,-0.7666666667,1,FALSE
2019,January,8,2,Standard Class,Corporate,United States,Franklin,Wisconsin,Central,Office Supplies,Binders,106.05,7,49.8435,15.15,0.47,1,FALSE
2019,March,15,11,Standard Class,Corporate,United States,Bryan,Texas,Central,Office Supplies,Binders,22.386,7,-35.8176,3.198,-1.6,1,FALSE
2019,March,19,12,Standard Class,Corporate,United States,Nashville,Tennessee,South,Office Supplies,Binders,31.086,3,-20.724,10.362,-0.6666666667,1,FALSE
2019,March,27,13,Standard Class,Corporate,United States,Columbus,Georgia,South,Office Supplies,Binders,32.54,2,15.9446,16.27,0.49,1,FALSE
2019,April,9,15,Standard Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Binders,35.352,9,12.8151,3.928,0.3625,2,FALSE
2019,April,16,16,Standard Class,Corporate,United States,Lakewood,New Jersey,East,Office Supplies,Binders,25.3,5,11.891,5.06,0.47,2,FALSE
2019,May,9,19,Standard Class,Corporate,United States,Austin,Texas,Central,Office Supplies,Binders,13.184,4,-20.4352,3.296,-1.55,2,FALSE
2019,May,9,19,Standard Class,Corporate,United States,Austin,Texas,Central,Office Supplies,Binders,18.528,6,-27.792,3.088,-1.5,2,FALSE
2019,May,14,20,Standard Class,Corporate,United States,Jacksonville,Florida,South,Office Supplies,Binders,57.582,3,-44.1462,19.194,-0.7666666667,2,FALSE
2019,May,14,20,Standard Class,Corporate,United States,Jacksonville,Florida,South,Office Supplies,Binders,10.38,2,-7.612,5.19,-0.7333333333,2,FALSE
2019,May,14,20,Standard Class,Corporate,United States,Jacksonville,Florida,South,Office Supplies,Binders,13.392,8,-9.8208,1.674,-0.7333333333,2,FALSE
2019,May,17,20,Standard Class,Corporate,United States,Apopka,Florida,South,Office Supplies,Binders,2.952,2,-2.1648,1.476,-0.7333333333,2,FALSE
2019,May,17,20,Standard Class,Corporate,United States,Apopka,Florida,South,Office Supplies,Binders,27.018,6,-21.6144,4.503,-0.8,2,FALSE
2019,May,21,21,Standard Class,Corporate,United States,Dallas,Texas,Central,Office Supplies,Binders,1.964,2,-3.2406,0.982,-1.65,2,FALSE
2019,May,21,21,Standard Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Binders,3.798,3,-5.8869,1.266,-1.55,2,FALSE
2019,May,30,22,Standard Class,Corporate,United States,Parker,Colorado,West,Office Supplies,Binders,22.62,2,-15.08,11.31,-0.6666666667,2,FALSE
2019,May,30,22,Standard Class,Corporate,United States,Parker,Colorado,West,Office Supplies,Binders,14.952,2,-11.9616,7.476,-0.8,2,FALSE
